daily_revenue,restock_frequency,restock_amount,pos_sales_consistency,supplier_payment_delay,revenue_volatility,months_operating,credit_score
116545.49518628257,17.85463937612944,216249.4913443304,0.4554763784417377,16.779640009602286,1.0950561606673361,124.81770120052667,503
66954.00908330374,9.92778984287419,110349.10078950248,0.11885798957022997,26.931922089111744,1.081294754138272,85.5185072393558,479
129072.4921468846,20.05950323120207,256301.01744523057,0.5691734267387764,8.341754071534528,0.3439077950708201,18.93834346273683,608
105210.46830078585,14.015891794354735,76088.26227761961,0.15642882803336522,0.7793267983968244,0.10315032299394383,237.8423046625798,612
15938.247487372131,3.3179773063849884,163826.0795755543,0.06095833389785599,23.269650110517652,0.4905093066202504,42.770920687286576,500
146392.10804223988,18.701859764536014,59321.06905900883,0.4986678334288609,21.071329799159155,0.2778476420454787,62.01872551927447,624
114648.67589457224,10.785303816615956,151113.6818338234,0.655373450046628,16.36474937022581,0.6238932948627564,57.383867236213646,643
118337.51718098916,3.8327793594580997,49977.62014862393,0.854147306406393,24.460281891876377,1.4700518727712761,217.99799619788305,611
20960.817635980788,4.053802676828415,52665.694189598966,0.7828355539543036,25.202531179443977,0.31255348781257036,183.52152586092376,636
68657.11880854394,14.750678702197437,185605.89622739464,0.8572405127565482,17.637099240545215,0.512367217963305,110.30182206600145,628
56878.107586422026,1.9474501345897957,82816.88244185118,0.7600687708208905,28.977833755618107,1.10141575866338,229.34610511449432,606
139161.21834959308,6.7318752982762655,55848.331836452955,0.7032393969061393,21.59135842851982,0.7883150351497864,13.615228007959574,632
97292.03777193835,3.795751809397362,279281.63378984656,0.010137569140699632,20.30626128487886,0.11369580818140815,214.58722111197486,605
123768.71876408283,9.821548592345685,17685.958968315066,0.6261023118092105,10.842653776759361,0.28445052633391643,15.442133229470041,606
67625.301426445,9.287075439887225,171718.6932452867,0.12048180413911769,0.06775735800022997,1.4061118544211342,94.48023632836073,514
35631.33082414698,11.437528693777118,166737.83334081326,0.05866713233254106,7.22828021682534,0.19958923947159124,13.90716593198104,522
84078.54847834355,6.592726582050604,78929.61794890264,0.1564121521056554,22.917615204438896,0.9708845414540733,239.75358903008677,531
11444.953903417949,1.640871787563544,138567.66480828126,0.8232921614417502,21.296137633115222,1.1988721908193216,219.5390910976438,622
124489.41345490214,13.287722130703715,30882.646009377462,0.7438493931000214,9.930664344902825,0.43488664095113966,140.76695030384926,695
95486.3310700656,8.474360057647027,217774.69304754626,0.9487724052052123,18.767489236153164,1.1013631045511005,53.06485318558068,638
114196.98553263533,14.026699974800929,70400.65877116285,0.9789762586504105,5.8586243841941155,0.29634800959376134,67.14987632219515,688
54469.843283220514,3.173339416085369,62048.681148833995,0.8932839863739821,7.908831578071322,0.462887898508996,108.44086448765175,703
145663.30761044568,1.2755471058810066,97889.1510918634,0.13292605097699917,28.4222428170749,0.5021419447821008,78.14446361567063,545
134181.92595568526,5.965884957705855,271199.1264776269,0.8783827409249804,12.395417188067835,1.4948307363181241,6.0940233989508314,569
117200.75756691676,10.130946459881045,239957.66124364507,0.8386371347886453,7.349627828965636,0.36112982806603805,157.84518593999516,708
30806.528762091202,8.881439483369345,284333.2258844585,0.8710858598596973,14.613247405169744,0.23735082371869826,147.609269078299,717
71074.70855160106,17.206051105469328,197328.8920797602,0.15168561711649142,11.610476393620985,1.392252584348045,217.13025806930295,437
8482.957336509859,8.556752883856479,200561.84575446584,0.11679182777331754,21.88587112047317,0.2847995060395115,114.96811558520265,513
24834.84482599708,11.608823592061578,146609.144830734,0.9238088795840816,28.86348319472643,1.3249558834626378,83.3854418698147,534
103091.24507988329,12.870311848843844,272029.96539325773,0.17382664913450452,17.752122733730754,0.9931621100877005,123.2526067173463,506
112224.79907435694,1.436627832916232,155708.75903474705,0.3686217310426012,17.73441560810745,0.8864491722022523,47.53210282410567,552
145191.4404002631,11.30266753692378,109742.72088453227,0.45598484949406026,10.945015761704491,1.1394411317425364,150.50414408612394,551
50222.15300444649,7.896625187976757,193910.62792571122,0.12444252782956444,16.938927959258862,1.1026984878646726,185.03785898684862,471
56828.036493160595,9.425602553665092,166111.1505532842,0.02063428803254741,9.579865991614145,0.21026297465655486,37.67734949679042,563
71494.26006881957,3.005747969905005,41585.84551641916,0.9940904697671161,0.032762229370257856,1.4992258600896993,77.09358901484367,642
30041.761144474283,16.656411312972907,120853.99710416672,0.8766572448349611,25.98288518635455,1.4157401033506565,208.4044340685693,527
21228.382789649804,19.84808501617045,97430.99627287159,0.9123379293506373,12.883322565651156,1.3500583461497786,121.82208792348344,595
72404.32908143819,1.4453764125920001,254815.96362828388,0.2845630692721185,14.762654551619901,0.95231924421649,128.10895855593367,550
35582.58365953085,13.027455256226958,116758.55430706708,0.22010157274543907,2.5050274627778455,0.8080474304318556,173.65555909575102,557
101132.47121301154,16.276881345767162,247358.79362847333,0.4258665581754266,25.11331540216176,0.827603946628419,139.11638283789705,546
66698.48399310495,6.696151772997789,135504.93020077894,0.45331936897800684,5.1101121113277115,0.07165856913093704,17.629564569642778,661
125236.37301655994,16.751111697264335,227282.66621645496,0.005599438864240636,12.318634763529477,0.7742307778208922,193.14684913526554,483
105639.23509633286,13.647101015326026,44908.168910801025,0.7792531125598329,25.20796641191644,0.9544658731068838,221.5578129023838,587
48230.262924542076,19.5832526454214,277771.8147992464,0.9966670381420173,13.733488206405585,1.0051240027236752,13.73325868480412,579
125174.45060648976,20.620096227075457,146765.16778568088,0.5286908701020894,27.93457006399391,0.5316022243244038,29.978691793354685,563
121105.12490952667,1.846922279974096,81640.48245976039,0.38825869501245125,6.279429102620691,0.7333594079256468,168.77207332758783,633
59346.80009646582,9.898755220540124,76239.43387761802,0.3927518932212033,21.45698489864314,0.972650379660733,145.4692698709716,518
44672.559381676125,11.939755751564364,83197.80012961672,0.09607713217210068,29.339955706851825,0.6710429898990135,92.42156275424726,464
103009.33458829638,3.9348646641530496,113183.63101080045,0.26616181836401176,16.488409116609326,1.4450960385261116,129.88042709674878,536
22683.36757417785,7.725716608547234,216668.26213930693,0.5021327886346312,20.765516959319786,1.0728910592854004,169.09791775225304,557
31586.41396631603,20.752948955129234,285132.8976557341,0.43184800113469735,11.796799788030253,0.05184693206379122,121.56987438954211,552
3089.615923148816,1.3246091268494289,202366.04188647147,0.5450347457431102,22.540120191764068,0.08375524814926685,34.50500958792016,595
118464.80787031648,10.050158630487681,166414.04992850972,0.8490656486374066,27.266221695711874,1.0509352950291428,22.375210962856354,580
100397.92677562076,17.853092434363923,137336.35336505473,0.22524230269961198,21.091667011515874,0.648335391440979,105.88723771002323,528
106364.4760366976,7.478025254385768,249317.36777609686,0.027664180906311953,28.077861341429376,1.267232876357786,221.56945712587125,468
117547.89659125125,10.595970055103066,255648.87472159063,0.038225445282740744,17.65957955976929,0.30087234375507993,134.30922275533,547
69919.53477967432,20.5609149157596,91446.11395768149,0.13416880530685837,17.314123213528887,0.07004902537582319,86.61459649526593,490
86173.69700102827,10.497536729514078,286258.9733527619,0.5704829848044025,9.13882164327466,0.6127194076648829,218.18077451552747,684
22689.9557228933,3.618426242929981,121559.03214588271,0.8081848100379248,21.288824734913575,1.117292951245801,93.8830853267662,590
18950.45088332407,2.0344298333278212,241023.0304115007,0.8868059392806316,26.45857565268466,1.4590052133974745,122.68600894331567,595
100923.6383449898,19.908331448798968,290211.8640342588,0.6351132019749712,19.389486783867937,1.3312981250590303,28.843340020264367,495
71722.23850918362,6.316188265501314,212579.13975240532,0.40314325245089344,6.991176617957489,0.7519081873088513,177.2388259791321,615
85654.94375921595,11.081278131291018,52657.46430310215,0.15451470815614743,16.323273441650596,1.2285850606347315,168.37240675734802,461
115219.83089757178,2.814035321799372,177910.4017763096,0.40141833944347904,22.67812250854245,0.15197916390804037,190.82431429337964,602
95938.31136008743,9.473102411012102,40039.25131319564,0.33241513390778354,28.180899446182586,0.8797949039980808,78.72072390923546,535
83929.75129738338,19.602110385002483,237796.90176133325,0.8700258808571377,4.697881485616619,1.3902326988709817,105.21671935681987,583
84762.65979032121,11.048259872618768,87987.97629279547,0.4867193774106072,3.824912728996818,0.624758463861573,41.233669055000405,604
46984.614513266606,20.422703036046556,210088.37280270547,0.22619589995452882,12.38830590698718,1.4421459130115177,231.51666538706334,435
